Transaction_ID,Platform,Product_Category,Product_Name,Advertised_Price,Actual_Market_Price,Payment_Method,Customer_Age,Customer_Region,label_logo,label_brand,label_qr,Scam_Flag
C2312,QuickBuy,Clothing,Levi's Jeans,240,470,Debit Card,48,US,1,0,0,1
C2313,CheapStore,Clothing,Burberry Coat,271,453,UPI,34,Europe,0,1,0,1
C2314,FakeShop,Clothing,Nike T-Shirt,269,272,Debit Card,39,Europe,0,0,0,0
C2315,FakeShop,Clothing,Versace Pants,461,467,Debit Card,58,US,0,0,0,1
C2316,StyleZone,Clothing,Levi's Jeans,132,193,Debit Card,42,Africa,1,0,0,1
C2317,CheapStore,Clothing,Levi's Jeans,174,215,PayPal,21,Africa,0,0,1,0
C2318,StyleZone,Clothing,Adidas Hoodie,45,183,Debit Card,53,Asia,1,0,0,1
C2319,QuickBuy,Clothing,Adidas Hoodie,326,355,PayPal,32,Asia,1,0,0,1
C2320,InstaStore,Clothing,Adidas Hoodie,231,387,Crypto,57,Asia,0,1,0,1
C2321,QuickBuy,Clothing,Burberry Coat,175,382,Crypto,30,Asia,0,1,0,1
C2322,FakeShop,Clothing,Burberry Coat,252,454,Crypto,30,Europe,0,0,0,1
C2323,SocialMediaAd,Clothing,H&M Sweater,106,281,PayPal,64,US,0,0,1,1
C2324,TrendyMart,Clothing,Puma Jacket,131,220,Debit Card,26,Africa,0,0,0,1
C2325,StyleZone,Clothing,Adidas Hoodie,280,412,UPI,37,Europe,0,0,0,1
C2326,TrendyMart,Clothing,Nike T-Shirt,154,308,UPI,41,Asia,0,1,0,1
C2327,StyleZone,Clothing,Versace Pants,454,486,Debit Card,33,Asia,0,0,0,0
C2328,InstaStore,Clothing,Designer Dress,248,250,Credit Card,22,Africa,0,1,0,0
C2329,TrendyMart,Clothing,Nike T-Shirt,194,389,UPI,55,Africa,0,0,1,1
C2330,StyleZone,Clothing,Zara Shirt,315,364,Debit Card,47,Asia,0,1,0,0
C2331,InstaStore,Clothing,Puma Jacket,78,151,Credit Card,47,Europe,0,1,0,1
C2332,TrendyMart,Clothing,Nike T-Shirt,306,319,PayPal,31,US,0,0,0,0
C2333,TrendyMart,Clothing,Burberry Coat,268,335,UPI,19,Asia,0,0,0,0
C2334,TrendyMart,Clothing,Zara Shirt,111,375,Crypto,41,Asia,0,0,0,1
C2335,FakeShop,Clothing,Puma Jacket,85,251,Credit Card,34,Europe,0,0,0,1
C2336,QuickBuy,Clothing,H&M Sweater,229,275,Debit Card,29,Africa,0,0,0,0
C2337,FakeShop,Clothing,Burberry Coat,133,496,Debit Card,39,Europe,1,1,0,1
C2338,QuickBuy,Clothing,Nike T-Shirt,104,272,UPI,60,Europe,0,1,0,1
C2339,StyleZone,Clothing,Versace Pants,237,372,Debit Card,25,Europe,0,0,0,1
C2340,TrendyMart,Clothing,Puma Jacket,224,248,UPI,38,US,0,0,0,0
C2341,SocialMediaAd,Clothing,Puma Jacket,100,173,Crypto,30,Africa,0,0,0,1
C2342,CheapStore,Clothing,Gucci T-Shirt,102,317,UPI,26,US,1,0,0,1
C2343,TrendyMart,Clothing,Levi's Jeans,232,390,Crypto,22,Europe,0,1,0,1
C2344,StyleZone,Clothing,Adidas Hoodie,276,480,UPI,49,US,0,0,0,1
C2345,TrendyMart,Clothing,Designer Dress,157,341,PayPal,63,US,0,1,0,1
C2346,InstaStore,Clothing,Zara Shirt,393,447,Crypto,59,Asia,0,0,0,0
C2347,TrendyMart,Clothing,Puma Jacket,107,253,Credit Card,43,Europe,0,1,1,1
C2348,QuickBuy,Clothing,Adidas Hoodie,313,343,UPI,34,Asia,0,0,0,0
C2349,TrendyMart,Clothing,Levi's Jeans,127,301,UPI,32,Asia,1,0,1,1
C2350,InstaStore,Clothing,H&M Sweater,405,468,PayPal,47,US,0,1,0,0
C2351,InstaStore,Clothing,Designer Dress,144,404,PayPal,19,Europe,0,0,0,1
C2352,InstaStore,Clothing,Puma Jacket,148,285,UPI,23,Africa,1,1,0,1
C2353,CheapStore,Clothing,H&M Sweater,195,412,Debit Card,35,Europe,0,1,0,1
C2354,FakeShop,Clothing,Levi's Jeans,70,186,Crypto,30,Africa,0,1,0,1
C2355,TrendyMart,Clothing,Designer Dress,239,278,UPI,30,Europe,0,0,0,0
C2356,CheapStore,Clothing,H&M Sweater,226,283,UPI,36,Africa,0,0,0,0
C2357,CheapStore,Clothing,Adidas Hoodie,344,357,Debit Card,48,Europe,0,0,0,0
C2358,CheapStore,Clothing,Adidas Hoodie,224,266,Credit Card,48,Europe,0,0,0,0
C2359,StyleZone,Clothing,Versace Pants,411,432,PayPal,39,Asia,0,0,0,0
C2360,QuickBuy,Clothing,Puma Jacket,352,369,PayPal,31,US,0,0,0,0
C2361,InstaStore,Clothing,H&M Sweater,63,165,Crypto,26,Africa,0,0,0,1
C2362,SocialMediaAd,Clothing,Burberry Coat,389,405,UPI,39,Europe,0,0,0,0
C2363,InstaStore,Clothing,Adidas Hoodie,374,356,Crypto,37,Africa,0,1,1,1
C2364,StyleZone,Clothing,Burberry Coat,465,440,Credit Card,27,Africa,0,0,0,1
C2365,StyleZone,Clothing,Versace Pants,467,461,PayPal,42,Europe,0,0,0,1
C2366,InstaStore,Clothing,Levi's Jeans,371,423,PayPal,24,Africa,0,0,0,0
C2367,StyleZone,Clothing,Nike T-Shirt,514,477,Debit Card,28,Asia,0,1,0,1
C2368,SocialMediaAd,Clothing,H&M Sweater,51,240,Crypto,49,Asia,1,0,1,1
C2369,TrendyMart,Clothing,Puma Jacket,121,185,PayPal,36,Europe,0,1,0,1
C2370,TrendyMart,Clothing,Zara Shirt,440,487,PayPal,21,Africa,0,0,0,0
C2371,StyleZone,Clothing,Burberry Coat,205,237,PayPal,43,Europe,0,0,0,0
C2372,FakeShop,Clothing,Gucci T-Shirt,173,424,Debit Card,42,Europe,0,0,0,1
C2373,TrendyMart,Clothing,Puma Jacket,128,308,PayPal,28,Africa,1,0,0,1
C2374,StyleZone,Clothing,Puma Jacket,383,407,PayPal,35,Europe,0,0,0,0
C2375,FakeShop,Clothing,Gucci T-Shirt,307,378,PayPal,56,Europe,0,0,0,0
C2376,StyleZone,Clothing,Designer Dress,430,441,PayPal,47,Asia,0,0,0,0
C2377,SocialMediaAd,Clothing,Levi's Jeans,155,297,PayPal,40,Africa,1,0,0,1
C2378,InstaStore,Clothing,Versace Pants,97,239,Credit Card,57,US,1,0,0,1
C2379,InstaStore,Clothing,Adidas Hoodie,142,487,Crypto,24,US,0,0,0,1
C2380,SocialMediaAd,Clothing,Burberry Coat,174,272,Credit Card,35,Africa,0,1,1,1
C2381,SocialMediaAd,Clothing,Levi's Jeans,170,261,PayPal,53,Asia,0,1,0,1
C2382,QuickBuy,Clothing,Levi's Jeans,182,203,UPI,44,US,0,0,0,0
C2383,TrendyMart,Clothing,Zara Shirt,256,256,PayPal,19,Asia,1,0,0,1
C2384,SocialMediaAd,Clothing,Nike T-Shirt,299,345,PayPal,30,US,0,0,0,0
C2385,FakeShop,Clothing,Burberry Coat,71,278,Credit Card,38,US,0,0,0,1
C2386,InstaStore,Clothing,Nike T-Shirt,44,184,Credit Card,63,US,1,1,0,1
C2387,TrendyMart,Clothing,Nike T-Shirt,282,292,Credit Card,19,Asia,0,0,0,0
C2388,TrendyMart,Clothing,Zara Shirt,193,213,PayPal,28,Asia,0,1,0,0
C2389,SocialMediaAd,Clothing,Burberry Coat,423,496,PayPal,40,Europe,0,0,0,0
C2390,TrendyMart,Clothing,Burberry Coat,230,495,PayPal,62,Asia,0,1,0,1
C2391,CheapStore,Clothing,H&M Sweater,253,478,Debit Card,42,Africa,0,1,0,1
C2392,InstaStore,Clothing,Burberry Coat,365,456,PayPal,30,Europe,0,0,0,0
C2393,QuickBuy,Clothing,Puma Jacket,231,252,PayPal,19,Asia,0,1,0,1
C2394,QuickBuy,Clothing,Puma Jacket,465,498,Credit Card,24,Europe,0,0,0,0
C2395,SocialMediaAd,Clothing,Gucci T-Shirt,70,172,Debit Card,38,Africa,1,0,0,1
C2396,StyleZone,Clothing,Puma Jacket,394,469,Crypto,43,US,0,0,0,0
C2397,FakeShop,Clothing,Puma Jacket,238,259,UPI,29,Asia,1,0,1,1
C2398,InstaStore,Clothing,Designer Dress,61,156,PayPal,32,Asia,0,0,0,1
C2399,SocialMediaAd,Clothing,Zara Shirt,445,482,Debit Card,22,Europe,0,0,0,0
C2400,InstaStore,Clothing,Zara Shirt,410,456,Debit Card,63,Europe,0,0,0,0
C2401,QuickBuy,Clothing,Levi's Jeans,395,457,PayPal,61,Europe,0,0,0,0
C2402,QuickBuy,Clothing,Gucci T-Shirt,275,475,UPI,60,US,0,0,0,1
C2403,FakeShop,Clothing,Designer Dress,80,159,Crypto,46,US,0,1,0,1
C2404,StyleZone,Clothing,Puma Jacket,200,407,Debit Card,32,Asia,1,1,0,1
C2405,StyleZone,Clothing,Levi's Jeans,291,308,PayPal,33,Asia,0,1,0,1
C2406,FakeShop,Clothing,Gucci T-Shirt,153,341,Credit Card,27,US,0,1,1,1
C2407,TrendyMart,Clothing,Burberry Coat,293,271,Crypto,46,Africa,0,0,0,1
C2408,TrendyMart,Clothing,Zara Shirt,289,312,Debit Card,51,US,0,0,0,0
C2409,SocialMediaAd,Clothing,Zara Shirt,137,162,UPI,39,Europe,1,0,0,0
C2410,TrendyMart,Clothing,H&M Sweater,115,177,Credit Card,61,Europe,0,0,0,1
C2411,StyleZone,Clothing,Adidas Hoodie,150,416,PayPal,58,Asia,0,0,0,1
C2412,FakeShop,Clothing,Nike T-Shirt,183,185,Debit Card,58,Europe,0,0,0,0
C2413,TrendyMart,Clothing,Gucci T-Shirt,163,196,Crypto,31,Europe,0,0,0,0
C2414,StyleZone,Clothing,Levi's Jeans,347,368,UPI,28,Europe,0,0,0,0
C2415,TrendyMart,Clothing,Adidas Hoodie,120,240,UPI,36,US,0,0,0,1
C2416,SocialMediaAd,Clothing,Puma Jacket,182,289,PayPal,23,Africa,1,1,1,1
C2417,InstaStore,Clothing,Adidas Hoodie,210,235,PayPal,50,US,0,0,0,0
C2418,CheapStore,Clothing,Gucci T-Shirt,318,396,PayPal,45,Asia,0,0,0,0
C2419,CheapStore,Clothing,Zara Shirt,411,454,Crypto,64,Europe,0,1,0,0
C2420,QuickBuy,Clothing,Adidas Hoodie,136,387,UPI,42,US,1,0,0,1
C2421,FakeShop,Clothing,Designer Dress,206,219,Credit Card,27,Europe,0,0,0,0
C2422,FakeShop,Clothing,Burberry Coat,384,406,UPI,49,US,0,1,0,0
C2423,InstaStore,Clothing,Adidas Hoodie,133,341,UPI,59,Asia,0,1,1,1
C2424,InstaStore,Clothing,Burberry Coat,83,213,Crypto,28,Europe,0,1,1,1
C2425,CheapStore,Clothing,Adidas Hoodie,163,280,UPI,50,US,0,0,0,1
C2426,SocialMediaAd,Clothing,Designer Dress,94,179,PayPal,65,Europe,0,0,0,1
C2427,TrendyMart,Clothing,Nike T-Shirt,110,167,UPI,58,Asia,1,0,0,1
C2428,SocialMediaAd,Clothing,Gucci T-Shirt,260,283,Credit Card,34,Europe,1,0,0,0
C2429,StyleZone,Clothing,Versace Pants,303,489,Debit Card,25,Asia,0,0,0,1
C2430,SocialMediaAd,Clothing,Adidas Hoodie,195,353,Debit Card,51,Europe,0,0,0,1
C2431,InstaStore,Clothing,Gucci T-Shirt,349,368,UPI,50,US,0,1,1,1
C2432,StyleZone,Clothing,Zara Shirt,207,360,Debit Card,24,Africa,0,1,1,1
C2433,CheapStore,Clothing,Gucci T-Shirt,272,287,PayPal,62,Africa,0,0,0,0
C2434,FakeShop,Clothing,Gucci T-Shirt,80,401,Debit Card,62,US,0,1,0,1
C2435,StyleZone,Clothing,Adidas Hoodie,166,485,PayPal,28,Europe,1,1,0,1
C2436,QuickBuy,Clothing,Gucci T-Shirt,65,218,Credit Card,50,Asia,1,0,0,1
C2437,InstaStore,Clothing,Versace Pants,75,258,Debit Card,65,Europe,1,0,0,1
C2438,CheapStore,Clothing,Puma Jacket,194,282,PayPal,46,Asia,1,0,1,1
C2439,CheapStore,Clothing,Gucci T-Shirt,163,190,PayPal,25,Africa,0,0,0,0
C2440,FakeShop,Clothing,Designer Dress,151,165,PayPal,49,Asia,0,0,0,0
C2441,FakeShop,Clothing,Burberry Coat,271,286,Debit Card,60,Asia,0,0,0,0
C2442,FakeShop,Clothing,Puma Jacket,441,417,PayPal,56,Africa,0,1,0,1
C2443,InstaStore,Clothing,Nike T-Shirt,161,322,UPI,41,Africa,0,0,0,1
C2444,QuickBuy,Clothing,Puma Jacket,177,334,PayPal,57,Asia,0,1,0,1
C2445,QuickBuy,Clothing,Designer Dress,40,201,PayPal,64,Europe,1,1,0,1
C2446,FakeShop,Clothing,Versace Pants,206,212,UPI,62,Europe,0,0,0,0
C2447,QuickBuy,Clothing,Nike T-Shirt,436,466,PayPal,50,US,0,0,0,0
C2448,SocialMediaAd,Clothing,Puma Jacket,150,151,UPI,19,Africa,0,0,0,0
C2449,CheapStore,Clothing,Burberry Coat,170,316,Credit Card,56,US,0,0,0,1
C2450,InstaStore,Clothing,Versace Pants,71,191,PayPal,60,Asia,0,1,1,1
C2451,SocialMediaAd,Clothing,Adidas Hoodie,276,300,Credit Card,51,Asia,0,0,0,0
C2452,TrendyMart,Clothing,Nike T-Shirt,68,194,Crypto,47,Europe,1,0,0,1
C2453,InstaStore,Clothing,Levi's Jeans,408,396,Credit Card,33,Europe,0,0,0,1
C2454,TrendyMart,Clothing,Levi's Jeans,85,204,Debit Card,28,Africa,0,1,0,1
C2455,InstaStore,Clothing,Zara Shirt,247,262,PayPal,60,Asia,0,0,0,0
C2456,SocialMediaAd,Clothing,Gucci T-Shirt,218,423,PayPal,23,Africa,1,0,0,1
C2457,CheapStore,Clothing,Puma Jacket,423,444,Crypto,22,Africa,0,0,0,0
C2458,InstaStore,Clothing,Adidas Hoodie,497,484,Crypto,45,Europe,0,0,0,1
C2459,TrendyMart,Clothing,Zara Shirt,72,209,Debit Card,23,Africa,0,1,1,1
C2460,SocialMediaAd,Clothing,Versace Pants,140,246,Debit Card,54,Africa,1,0,0,1
C2461,TrendyMart,Clothing,Designer Dress,314,344,Debit Card,37,Asia,0,0,0,0
C2462,StyleZone,Clothing,H&M Sweater,154,247,PayPal,38,Africa,0,0,0,1
C2463,CheapStore,Clothing,Gucci T-Shirt,429,416,Crypto,32,Asia,0,0,0,1
C2464,InstaStore,Clothing,Burberry Coat,266,425,UPI,27,Africa,1,1,0,1
C2465,CheapStore,Clothing,Puma Jacket,419,405,Credit Card,56,Africa,0,0,0,1
C2466,TrendyMart,Clothing,Burberry Coat,393,456,Crypto,62,Asia,0,0,0,0
C2467,QuickBuy,Clothing,Versace Pants,203,394,Credit Card,49,Africa,0,1,0,1
C2468,SocialMediaAd,Clothing,Adidas Hoodie,179,180,UPI,27,Europe,0,0,1,0
C2469,CheapStore,Clothing,Puma Jacket,116,176,Credit Card,49,US,0,0,0,1
C2470,QuickBuy,Clothing,Gucci T-Shirt,76,161,UPI,45,US,1,0,1,1
C2471,QuickBuy,Clothing,Adidas Hoodie,82,350,UPI,36,Europe,0,0,0,1
C2472,SocialMediaAd,Clothing,H&M Sweater,287,351,UPI,55,Asia,0,1,0,0
C2473,CheapStore,Clothing,Zara Shirt,357,384,Crypto,26,US,0,0,0,0
C2474,SocialMediaAd,Clothing,Nike T-Shirt,292,299,Credit Card,31,Europe,0,0,0,0
C2475,SocialMediaAd,Clothing,Burberry Coat,316,335,Crypto,24,Europe,0,1,0,0
C2476,InstaStore,Clothing,Adidas Hoodie,308,497,Debit Card,24,Africa,0,0,0,1
C2477,InstaStore,Clothing,Gucci T-Shirt,144,176,Crypto,59,Africa,0,0,0,0
C2478,StyleZone,Clothing,Adidas Hoodie,231,226,PayPal,33,Asia,0,0,0,1
C2479,FakeShop,Clothing,Puma Jacket,156,353,Crypto,29,US,1,0,0,1
C2480,CheapStore,Clothing,Levi's Jeans,244,387,PayPal,35,US,0,0,0,1
C2481,QuickBuy,Clothing,Burberry Coat,54,211,Debit Card,49,Europe,1,0,0,1
C2482,FakeShop,Clothing,Versace Pants,307,443,PayPal,35,Asia,0,0,0,1
C2483,CheapStore,Clothing,Versace Pants,94,242,PayPal,37,Europe,0,1,1,1
C2484,FakeShop,Clothing,Designer Dress,171,182,Crypto,29,US,0,0,1,0
C2485,CheapStore,Clothing,Burberry Coat,319,351,Crypto,51,US,0,0,0,0
C2486,FakeShop,Clothing,H&M Sweater,210,449,Debit Card,31,Asia,0,1,0,1
C2487,TrendyMart,Clothing,Versace Pants,218,242,PayPal,38,Asia,1,0,0,1
C2488,FakeShop,Clothing,Gucci T-Shirt,373,444,Credit Card,23,Africa,0,1,0,0
C2489,CheapStore,Clothing,Burberry Coat,133,193,Crypto,37,Africa,0,1,0,1
C2490,StyleZone,Clothing,Gucci T-Shirt,252,366,Debit Card,33,Africa,0,0,0,1
C2491,FakeShop,Clothing,H&M Sweater,279,300,PayPal,26,US,0,0,0,0
C2492,SocialMediaAd,Clothing,Designer Dress,273,417,UPI,56,Europe,0,1,0,1
C2493,SocialMediaAd,Clothing,Levi's Jeans,520,489,Credit Card,20,Europe,1,0,0,1
C2494,TrendyMart,Clothing,Zara Shirt,176,260,Crypto,53,Europe,0,0,1,1
C2495,StyleZone,Clothing,Designer Dress,77,292,Crypto,45,Asia,0,0,1,1
C2496,StyleZone,Clothing,Zara Shirt,110,283,Credit Card,43,US,0,1,0,1
C2497,FakeShop,Clothing,Zara Shirt,438,496,Credit Card,52,Europe,0,0,0,0
C2498,FakeShop,Clothing,Zara Shirt,445,474,Credit Card,63,Africa,0,0,0,0
C2499,StyleZone,Clothing,H&M Sweater,129,459,Credit Card,38,US,0,1,1,1
C2500,InstaStore,Clothing,Burberry Coat,148,459,UPI,25,Asia,1,1,0,1
C2501,SocialMediaAd,Clothing,H&M Sweater,83,358,Debit Card,41,Africa,0,0,0,1
C2502,CheapStore,Clothing,Zara Shirt,218,224,Credit Card,35,Asia,0,0,0,0
C2503,FakeShop,Clothing,Adidas Hoodie,230,263,Debit Card,25,Europe,0,0,0,0
C2504,StyleZone,Clothing,Zara Shirt,434,451,PayPal,24,Africa,0,0,0,0
C2505,SocialMediaAd,Clothing,Versace Pants,139,294,Crypto,24,Asia,1,1,0,1
C2506,TrendyMart,Clothing,Designer Dress,291,349,Crypto,53,US,0,0,0,0
C2507,InstaStore,Clothing,Versace Pants,183,215,Crypto,63,Europe,0,0,0,0
C2508,SocialMediaAd,Clothing,Gucci T-Shirt,195,223,UPI,21,Africa,0,0,0,0
C2509,SocialMediaAd,Clothing,Puma Jacket,250,497,PayPal,29,US,1,0,0,1
C2510,QuickBuy,Clothing,Nike T-Shirt,348,407,PayPal,51,Europe,0,0,0,0
C2511,QuickBuy,Clothing,Levi's Jeans,269,306,UPI,23,Asia,0,0,0,0
C2512,FakeShop,Clothing,Puma Jacket,164,197,Debit Card,23,Africa,0,0,0,0
C2513,StyleZone,Clothing,Nike T-Shirt,105,155,PayPal,61,Europe,0,0,0,1
C2514,InstaStore,Clothing,Nike T-Shirt,386,413,Crypto,62,Asia,0,0,0,0
C2515,InstaStore,Clothing,Burberry Coat,389,465,Debit Card,63,US,1,0,0,0
C2516,SocialMediaAd,Clothing,H&M Sweater,276,326,Crypto,61,Asia,0,0,0,0
C2517,StyleZone,Clothing,Nike T-Shirt,220,236,Crypto,32,Europe,0,0,0,0
C2518,FakeShop,Clothing,Designer Dress,99,218,Debit Card,45,US,0,0,0,1
C2519,InstaStore,Clothing,Gucci T-Shirt,233,341,UPI,61,Europe,1,1,0,1
C2520,CheapStore,Clothing,H&M Sweater,72,210,PayPal,36,Africa,1,1,1,1
C2521,TrendyMart,Clothing,Burberry Coat,229,473,Credit Card,37,Asia,0,0,0,1
C2522,InstaStore,Clothing,Versace Pants,323,399,Debit Card,57,US,0,0,0,0
C2523,QuickBuy,Clothing,Zara Shirt,271,331,UPI,64,Europe,0,0,0,0
C2524,InstaStore,Clothing,Designer Dress,38,154,PayPal,30,Asia,0,0,1,1
C2525,StyleZone,Clothing,H&M Sweater,201,228,PayPal,18,Europe,0,0,0,0
C2526,CheapStore,Clothing,Zara Shirt,115,265,UPI,37,Africa,0,0,1,1
C2527,InstaStore,Clothing,Gucci T-Shirt,256,424,Debit Card,46,US,0,1,0,1
C2528,TrendyMart,Clothing,Gucci T-Shirt,189,331,Debit Card,40,Europe,1,0,1,1
C2529,FakeShop,Clothing,Puma Jacket,238,295,PayPal,44,Africa,0,0,0,0
C2530,FakeShop,Clothing,Gucci T-Shirt,461,491,PayPal,60,Africa,0,0,0,1
C2531,FakeShop,Clothing,Adidas Hoodie,190,400,Credit Card,38,US,0,0,1,1
C2532,StyleZone,Clothing,Adidas Hoodie,55,217,Debit Card,19,Europe,0,1,0,1
C2533,TrendyMart,Clothing,Designer Dress,83,406,Credit Card,21,Africa,0,1,0,1
C2534,InstaStore,Clothing,Versace Pants,136,154,UPI,36,US,0,0,0,0
C2535,FakeShop,Clothing,Adidas Hoodie,254,276,Crypto,29,Europe,0,1,0,0
C2536,QuickBuy,Clothing,Levi's Jeans,197,284,Credit Card,60,US,1,0,1,1
C2537,TrendyMart,Clothing,Nike T-Shirt,189,202,Crypto,57,Europe,0,0,0,0
C2538,TrendyMart,Clothing,Versace Pants,437,472,Credit Card,25,Europe,0,0,0,0
C2539,InstaStore,Clothing,Burberry Coat,201,290,Credit Card,45,Asia,0,0,0,1
C2540,StyleZone,Clothing,Puma Jacket,190,196,PayPal,44,Africa,0,0,0,0
C2541,SocialMediaAd,Clothing,Puma Jacket,96,263,PayPal,21,US,0,1,0,1
C2542,SocialMediaAd,Clothing,Burberry Coat,250,305,UPI,35,Africa,0,0,0,0
C2543,SocialMediaAd,Clothing,Adidas Hoodie,99,276,Debit Card,29,Asia,0,0,0,1
C2544,FakeShop,Clothing,Burberry Coat,511,488,Credit Card,36,US,0,0,0,1
C2545,QuickBuy,Clothing,Versace Pants,198,201,UPI,49,Africa,0,0,1,1
C2546,QuickBuy,Clothing,Zara Shirt,51,207,Debit Card,61,Europe,1,1,0,1
C2547,QuickBuy,Clothing,Designer Dress,191,335,Crypto,51,Africa,0,1,0,1
C2548,TrendyMart,Clothing,Zara Shirt,235,257,Debit Card,24,Europe,0,0,0,0
C2549,SocialMediaAd,Clothing,Versace Pants,191,211,Credit Card,30,US,1,0,0,1
C2550,FakeShop,Clothing,Levi's Jeans,439,429,UPI,64,US,0,0,1,1
C2551,CheapStore,Clothing,Puma Jacket,237,423,Debit Card,26,Europe,0,0,0,1
C2552,InstaStore,Clothing,H&M Sweater,272,279,Crypto,40,Africa,0,0,0,0
C2553,InstaStore,Clothing,Levi's Jeans,87,373,PayPal,51,Asia,1,1,0,1
C2554,TrendyMart,Clothing,Versace Pants,272,290,Credit Card,36,Asia,0,1,0,0
C2555,StyleZone,Clothing,Burberry Coat,234,247,PayPal,49,Asia,0,1,0,0
C2556,TrendyMart,Clothing,Nike T-Shirt,359,410,PayPal,43,Africa,0,0,0,0
C2557,TrendyMart,Clothing,Gucci T-Shirt,125,151,Credit Card,55,Asia,0,1,0,0
C2558,CheapStore,Clothing,H&M Sweater,383,383,Crypto,34,Africa,0,0,0,1
C2559,CheapStore,Clothing,Puma Jacket,166,301,Crypto,25,Europe,0,1,0,1
C2560,TrendyMart,Clothing,Burberry Coat,358,423,Debit Card,58,Europe,0,0,0,0
C2561,QuickBuy,Clothing,Gucci T-Shirt,183,288,Debit Card,59,Europe,0,1,0,1
C2562,CheapStore,Clothing,Puma Jacket,348,423,UPI,58,Africa,0,0,1,0
C2563,QuickBuy,Clothing,Levi's Jeans,367,431,Credit Card,44,Africa,0,0,0,0
C2564,QuickBuy,Clothing,Burberry Coat,285,470,UPI,32,Africa,1,0,1,1
C2565,TrendyMart,Clothing,Zara Shirt,74,158,Crypto,24,US,0,1,0,1
C2566,SocialMediaAd,Clothing,Zara Shirt,243,470,Crypto,31,US,0,1,0,1
C2567,TrendyMart,Clothing,Designer Dress,86,287,PayPal,27,US,1,1,0,1
C2568,TrendyMart,Clothing,Adidas Hoodie,92,338,PayPal,23,US,0,1,0,1
C2569,TrendyMart,Clothing,Nike T-Shirt,148,244,Credit Card,30,US,0,1,0,1
C2570,SocialMediaAd,Clothing,Gucci T-Shirt,164,481,UPI,28,Europe,0,0,0,1
C2571,CheapStore,Clothing,Adidas Hoodie,135,461,Credit Card,22,US,1,1,1,1
C2572,TrendyMart,Clothing,Nike T-Shirt,328,480,Debit Card,64,Europe,0,1,1,1
C2573,SocialMediaAd,Clothing,Burberry Coat,375,458,PayPal,19,Asia,0,1,0,0
C2574,CheapStore,Clothing,Burberry Coat,319,479,Credit Card,33,Asia,0,0,0,1
C2575,QuickBuy,Clothing,Gucci T-Shirt,235,471,Debit Card,24,Africa,1,1,0,1
C2576,CheapStore,Clothing,Levi's Jeans,209,253,Crypto,46,Europe,0,0,0,0
C2577,QuickBuy,Clothing,Designer Dress,109,395,Debit Card,52,Africa,0,1,0,1
C2578,SocialMediaAd,Clothing,H&M Sweater,171,213,Debit Card,24,Africa,0,1,0,0
C2579,FakeShop,Clothing,H&M Sweater,299,362,Credit Card,19,Europe,0,0,0,0
C2580,InstaStore,Clothing,Adidas Hoodie,84,225,UPI,32,US,0,0,0,1
C2581,SocialMediaAd,Clothing,Levi's Jeans,334,401,Debit Card,32,Asia,0,0,0,0
C2582,QuickBuy,Clothing,Designer Dress,95,189,Debit Card,41,Asia,0,0,0,1
C2583,FakeShop,Clothing,Versace Pants,189,227,Crypto,39,Europe,0,0,0,0
C2584,SocialMediaAd,Clothing,Adidas Hoodie,221,226,UPI,57,Africa,0,0,0,0
C2585,QuickBuy,Clothing,Levi's Jeans,283,288,UPI,34,Asia,0,0,0,0
C2586,CheapStore,Clothing,Burberry Coat,215,226,Credit Card,38,Europe,0,0,0,0
C2587,InstaStore,Clothing,Nike T-Shirt,418,394,Debit Card,54,US,1,1,0,1
C2588,SocialMediaAd,Clothing,Zara Shirt,54,224,Credit Card,29,US,0,1,0,1
C2589,QuickBuy,Clothing,Designer Dress,166,403,PayPal,56,Africa,0,0,0,1
C2590,TrendyMart,Clothing,Puma Jacket,340,346,PayPal,52,US,0,1,1,1
C2591,StyleZone,Clothing,H&M Sweater,104,267,Crypto,63,US,0,1,0,1
C2592,StyleZone,Clothing,Versace Pants,144,262,Credit Card,41,Asia,0,1,0,1
C2593,TrendyMart,Clothing,Burberry Coat,305,335,Credit Card,25,Asia,0,1,0,0
C2594,QuickBuy,Clothing,Designer Dress,76,221,Credit Card,53,US,1,0,0,1
C2595,TrendyMart,Clothing,Puma Jacket,60,264,Credit Card,25,Europe,0,0,0,1
C2596,InstaStore,Clothing,Burberry Coat,320,367,Debit Card,60,Asia,0,0,0,0
C2597,InstaStore,Clothing,Versace Pants,49,230,UPI,27,Asia,0,1,0,1
C2598,TrendyMart,Clothing,Levi's Jeans,142,156,PayPal,27,Europe,0,0,0,0
C2599,InstaStore,Clothing,Gucci T-Shirt,230,420,UPI,48,US,0,0,0,1
C2600,SocialMediaAd,Clothing,Designer Dress,360,377,Debit Card,36,Asia,0,0,0,0
C2601,TrendyMart,Clothing,Burberry Coat,103,478,Credit Card,50,Europe,1,1,1,1
C2602,FakeShop,Clothing,Adidas Hoodie,379,366,PayPal,53,Africa,1,0,0,1
C2603,StyleZone,Clothing,H&M Sweater,288,306,PayPal,28,Africa,0,0,0,0
C2604,FakeShop,Clothing,H&M Sweater,236,343,Credit Card,65,Europe,1,1,0,1
C2605,InstaStore,Clothing,Versace Pants,55,178,Credit Card,65,Asia,0,0,0,1
C2606,CheapStore,Clothing,Nike T-Shirt,140,394,PayPal,42,Europe,0,0,0,1
